AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10004180) The Manchester Metropolitan University,BSc (Hons) Business Technology,K0489
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Business Management,BBUSMF
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Business Management,BBUSMF0
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Business Management,BBUSMPL
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Business Management,BBUSPL0
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Business Management (With Language Year),BBUSMQF0
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Business Management (With Language Year),BBUSQPL0
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Marketing,BMARKF
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Marketing,BMARKF0
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Marketing,BMARKPL
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Marketing,BMARKPL0
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,"BA (Hons) Marketing (With Journalism, Advertising & Marketing Year)",BMARKOF0
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,"BA (Hons) Marketing (With Journalism, Advertising & Marketing Year)",BMARKOPL0
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Marketing (With Language Year),BMARKQF0
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Marketing With Advertising Management,BMADMF
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Marketing With Advertising Management,BMADMF0
Association for Project Management (APM),"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.",(10006022) Southampton Solent University,BA (Hons) Marketing With Advertising Management,BMADMPL
